,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Stratification2,GeoLocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
448203,2010,2010,NC,North Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.6,39.6,,,38.6,40.7,Gender,Female,,POINT (-79.15925046299964 35.466220975000454),37,DIS,DIS1_0,CRDPREV,GENDER,GENF
448216,2010,2010,US,United States,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.1,43.1,,,42.6,43.6,Race/Ethnicity,"Black, non-Hispanic",,,59,DIS,DIS1_0,CRDPREV,RACE,BLK
448222,2017,2017,CO,Colorado,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.2,43.2,,,40.5,45.9,Race/Ethnicity,Hispanic,,POINT (-106.13361092099967 38.843840757000464),8,DIS,DIS1_0,CRDPREV,RACE,HIS
448228,2015,2015,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.2,33.2,,,30.9,35.4,Gender,Male,,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,GENDER,GENM
448230,2012,2012,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.5,42.5,,,41.1,43.9,Race/Ethnicity,"Black, non-Hispanic",,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,RACE,BLK
448231,2010,2010,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-100.11842104899966 47.47531977900047),38,DIS,DIS1_0,CRDPREV,RACE,ASN
448233,2015,2015,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.8,35.8,,,35.1,36.5,Overall,Overall,,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448234,2016,2016,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.7,35.7,,,34.6,36.7,Gender,Male,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,GENDER,GENM
448235,2019,2019,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,42.8,42.8,,,13.1,72.6,Race/Ethnicity,Hispanic,,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,RACE,HIS
448237,2014,2014,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.1,35.1,,,34.7,35.5,Overall,Overall,,POINT (-88.99771017799969 40.48501028300046),17,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448238,2015,2015,DC,District of Columbia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.0,37.0,,,33.9,40.0,Gender,Female,,POINT (-77.036871 38.907192),11,DIS,DIS1_0,CRDPREV,GENDER,GENF
448239,2015,2015,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.1,33.1,,,32.2,34.0,Gender,Female,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,GENDER,GENF
448240,2014,2014,LA,Louisiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.8,35.8,,,29.6,42.0,Race/Ethnicity,Hispanic,,POINT (-92.44568007099969 31.31266064400046),22,DIS,DIS1_0,CRDPREV,RACE,HIS
448244,2013,2013,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.0,33.0,,,32.2,33.8,Race/Ethnicity,"White, non-Hispanic",,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,RACE,WHT
448246,2014,2014,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.0,34.0,,,33.5,34.5,Race/Ethnicity,"White, non-Hispanic",,POINT (-88.99771017799969 40.48501028300046),17,DIS,DIS1_0,CRDPREV,RACE,WHT
448250,2012,2012,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,RACE,AIAN
448252,2016,2016,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.2,37.2,,,36.3,38.1,Gender,Female,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,GENDER,GENF
448255,2010,2010,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.5,36.5,,,34.2,38.8,Race/Ethnicity,"Black, non-Hispanic",,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,RACE,BLK
448257,2012,2012,AR,Arkansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,51.0,51.0,,,47.4,54.6,Race/Ethnicity,"Black, non-Hispanic",,POINT (-92.27449074299966 34.74865012400045),5,DIS,DIS1_0,CRDPREV,RACE,BLK
448261,2011,2011,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.4,43.4,,,41.9,45.0,Gender,Female,,POINT (-80.71264013499967 38.66551020200046),54,DIS,DIS1_0,CRDPREV,GENDER,GENF
448262,2016,2016,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,46.7,46.7,,,41.6,51.8,Race/Ethnicity,American Indian or Alaska Native,,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,RACE,AIAN
448268,2015,2015,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.8,32.8,,,32.1,33.5,Overall,Overall,,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448269,2013,2013,CT,Connecticut,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.0,33.0,,,28.9,37.1,Race/Ethnicity,"Black, non-Hispanic",,POINT (-72.64984095199964 41.56266102000046),9,DIS,DIS1_0,CRDPREV,RACE,BLK
448270,2016,2016,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.5,43.5,,,39.6,47.4,Race/Ethnicity,"Black, non-Hispanic",,POINT (-97.52107021399968 35.47203135600046),40,DIS,DIS1_0,CRDPREV,RACE,BLK
448281,2010,2010,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS1_0,CRDPREV,RACE,ASN
448285,2017,2017,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,RACE,AIAN
448289,2012,2012,MI,Michigan,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,44.5,44.5,,,42.8,46.2,Race/Ethnicity,"Black, non-Hispanic",,POINT (-84.71439026999968 44.6613195430005),26,DIS,DIS1_0,CRDPREV,RACE,BLK
448290,2013,2013,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.6,35.6,,,34.1,37.1,Overall,Overall,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448292,2011,2011,DE,Delaware,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-75.57774116799965 39.008830667000495),10,DIS,DIS1_0,CRDPREV,RACE,ASN
448305,2017,2017,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-157.85774940299973 21.304850435000446),15,DIS,DIS1_0,CRDPREV,RACE,BLK
448310,2010,2010,MN,Minnesota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.5,31.5,,,30.6,32.4,Gender,Female,,POINT (-94.79420050299967 46.35564873600049),27,DIS,DIS1_0,CRDPREV,GENDER,GENF
448320,2014,2014,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.5,33.5,,,32.6,34.4,Gender,Male,,POINT (-78.45789046299967 37.54268067400045),51,DIS,DIS1_0,CRDPREV,GENDER,GENM
448321,2013,2013,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,RACE,AIAN
448322,2017,2017,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,,,33.3,34.1,Race/Ethnicity,"White, non-Hispanic",,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,RACE,WHT
448331,2010,2010,OR,Oregon,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.5,43.5,,,35.0,51.9,Race/Ethnicity,Hispanic,,POINT (-120.15503132599969 44.56744942400047),41,DIS,DIS1_0,CRDPREV,RACE,HIS
448333,2018,2018,MT,Montana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.4,35.4,,,33.1,37.6,Gender,Male,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS1_0,CRDPREV,GENDER,GENM
448337,2012,2012,OK,Oklahoma,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.4,39.4,,,38.4,40.4,Gender,Female,,POINT (-97.52107021399968 35.47203135600046),40,DIS,DIS1_0,CRDPREV,GENDER,GENF
448338,2018,2018,NC,North Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.2,35.2,,,34.3,36.0,Gender,Male,,POINT (-79.15925046299964 35.466220975000454),37,DIS,DIS1_0,CRDPREV,GENDER,GENM
448342,2018,2018,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.2,41.2,,,39.8,42.5,Race/Ethnicity,"White, non-Hispanic",,POINT (-80.71264013499967 38.66551020200046),54,DIS,DIS1_0,CRDPREV,RACE,WHT
448345,2017,2017,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,RACE,AIAN
448348,2018,2018,AL,Alabama,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.1,39.1,,,38.0,40.2,Gender,Female,,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS1_0,CRDPREV,GENDER,GENF
448350,2012,2012,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.4,32.4,,,30.4,34.4,Gender,Female,,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,GENDER,GENF
448351,2010,2010,IL,Illinois,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.1,35.1,,,34.6,35.6,Overall,Overall,,POINT (-88.99771017799969 40.48501028300046),17,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448364,2012,2012,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.8,34.8,,,33.8,35.8,Race/Ethnicity,"White, non-Hispanic",,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS1_0,CRDPREV,RACE,WHT
448366,2017,2017,NH,New Hampshire,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.4,32.4,,,30.7,34.1,Overall,Overall,,POINT (-71.50036091999965 43.65595011300047),33,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448367,2012,2012,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-89.53803082499968 32.745510099000455),28,DIS,DIS1_0,CRDPREV,RACE,AIAN
448380,2011,2011,IN,Indiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,23.3,23.3,,,15.3,31.3,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-86.14996019399968 39.766910452000445),18,DIS,DIS1_0,CRDPREV,RACE,ASN
448381,2013,2013,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.7,36.7,,,34.8,38.6,Race/Ethnicity,"Black, non-Hispanic",,POINT (-78.45789046299967 37.54268067400045),51,DIS,DIS1_0,CRDPREV,RACE,BLK
448383,2010,2010,ND,North Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,POINT (-100.11842104899966 47.47531977900047),38,DIS,DIS1_0,CRDPREV,RACE,HIS
448385,2013,2013,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.5,34.5,,,32.7,36.3,Race/Ethnicity,"White, non-Hispanic",,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,RACE,WHT
448387,2019,2019,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.5,39.5,,,38.0,41.0,Race/Ethnicity,Hispanic,,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,RACE,HIS
448388,2016,2016,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.6,39.6,,,35.0,44.2,Gender,Male,,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS1_0,CRDPREV,GENDER,GENM
448395,2010,2010,MD,Maryland,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,29.4,29.4,,,24.1,34.8,Race/Ethnicity,Hispanic,,POINT (-76.60926011099963 39.29058096400047),24,DIS,DIS1_0,CRDPREV,RACE,HIS
448398,2018,2018,SC,South Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.9,34.9,,,33.7,36.1,Gender,Male,,POINT (-81.04537120699968 33.998821303000454),45,DIS,DIS1_0,CRDPREV,GENDER,GENM
448401,2011,2011,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.7,33.7,,,32.9,34.4,Gender,Male,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,GENDER,GENM
448404,2018,2018,KS,Kansas,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.0,36.0,,,34.9,37.0,Race/Ethnicity,"White, non-Hispanic",,POINT (-98.20078122699965 38.34774030000045),20,DIS,DIS1_0,CRDPREV,RACE,WHT
448413,2015,2015,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.6,31.6,,,28.8,34.4,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,RACE,ASN
448414,2013,2013,HI,Hawaii,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-157.85774940299973 21.304850435000446),15,DIS,DIS1_0,CRDPREV,RACE,BLK
448418,2013,2013,DC,District of Columbia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,27.9,27.9,,,24.5,31.3,Gender,Male,,POINT (-77.036871 38.907192),11,DIS,DIS1_0,CRDPREV,GENDER,GENM
448421,2019,2019,NY,New York,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.5,31.5,,,31.1,31.9,Overall,Overall,,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448422,2012,2012,MN,Minnesota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,46.5,46.5,,,39.8,53.2,Race/Ethnicity,"Black, non-Hispanic",,POINT (-94.79420050299967 46.35564873600049),27,DIS,DIS1_0,CRDPREV,RACE,BLK
448426,2012,2012,IA,Iowa,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.3,31.3,,,30.2,32.3,Gender,Female,,POINT (-93.81649055599968 42.46940091300047),19,DIS,DIS1_0,CRDPREV,GENDER,GENF
448431,2015,2015,MI,Michigan,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.7,34.7,,,34.1,35.4,Gender,Male,,POINT (-84.71439026999968 44.6613195430005),26,DIS,DIS1_0,CRDPREV,GENDER,GENM
448432,2017,2017,NM,New Mexico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.3,34.3,,,32.9,35.7,Race/Ethnicity,"White, non-Hispanic",,POINT (-106.24058098499967 34.52088095200048),35,DIS,DIS1_0,CRDPREV,RACE,WHT
448433,2013,2013,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-114.3637300419997 43.682630005000476),16,DIS,DIS1_0,CRDPREV,RACE,BLK
448437,2010,2010,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,39.2,39.2,,,36.0,42.4,Overall,Overall,,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448445,2013,2013,CA,California,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.7,35.7,,,35.2,36.2,Race/Ethnicity,"White, non-Hispanic",,POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS1_0,CRDPREV,RACE,WHT
448450,2019,2019,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,34.3,34.3,,,33.1,35.4,Race/Ethnicity,Hispanic,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,RACE,HIS
448455,2013,2013,TN,Tennessee,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,45.0,45.0,,,42.5,47.5,Race/Ethnicity,"Black, non-Hispanic",,POINT (-85.77449091399967 35.68094058000048),47,DIS,DIS1_0,CRDPREV,RACE,BLK
448456,2017,2017,WI,Wisconsin,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,30.8,30.8,,,30.1,31.5,Overall,Overall,,POINT (-89.81637074199966 44.39319117400049),55,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448459,2011,2011,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.3,36.3,,,35.8,36.8,Overall,Overall,,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448460,2018,2018,VA,Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,29.5,29.5,,,25.9,33.2,Race/Ethnicity,Hispanic,,POINT (-78.45789046299967 37.54268067400045),51,DIS,DIS1_0,CRDPREV,RACE,HIS
448462,2013,2013,SD,South Dakota,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,POINT (-100.3735306369997 44.353130053000484),46,DIS,DIS1_0,CRDPREV,RACE,BLK
448463,2012,2012,WV,West Virginia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,43.4,43.4,,,42.0,44.8,Overall,Overall,,POINT (-80.71264013499967 38.66551020200046),54,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448468,2013,2013,SC,South Carolina,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,22.8,22.8,,,14.5,31.0,Race/Ethnicity,Hispanic,,POINT (-81.04537120699968 33.998821303000454),45,DIS,DIS1_0,CRDPREV,RACE,HIS
448470,2016,2016,AZ,Arizona,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,50.7,50.7,,,46.6,54.8,Race/Ethnicity,American Indian or Alaska Native,,POINT (-111.76381127699972 34.865970280000454),4,DIS,DIS1_0,CRDPREV,RACE,AIAN
448477,2011,2011,MS,Mississippi,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,47.0,47.0,,,45.4,48.6,Gender,Female,,POINT (-89.53803082499968 32.745510099000455),28,DIS,DIS1_0,CRDPREV,GENDER,GENF
448479,2015,2015,ID,Idaho,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-114.3637300419997 43.682630005000476),16,DIS,DIS1_0,CRDPREV,RACE,ASN
448501,2014,2014,NM,New Mexico,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.7,40.7,,,39.5,41.9,Overall,Overall,,POINT (-106.24058098499967 34.52088095200048),35,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448509,2017,2017,KY,Kentucky,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,40.6,40.6,,,39.7,41.5,Race/Ethnicity,"White, non-Hispanic",,POINT (-84.77497104799966 37.645970271000465),21,DIS,DIS1_0,CRDPREV,RACE,WHT
448510,2014,2014,IN,Indiana,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,21.3,21.3,,,13.6,29.0,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-86.14996019399968 39.766910452000445),18,DIS,DIS1_0,CRDPREV,RACE,ASN
448512,2013,2013,OH,Ohio,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,38.9,38.9,,,32.5,45.4,Race/Ethnicity,Hispanic,,POINT (-82.40426005599966 40.06021014100048),39,DIS,DIS1_0,CRDPREV,RACE,HIS
448515,2015,2015,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,47.5,47.5,,,38.6,56.4,Race/Ethnicity,"Black, non-Hispanic",,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS1_0,CRDPREV,RACE,BLK
448524,2013,2013,PA,Pennsylvania,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.6,41.6,,,39.4,43.8,Race/Ethnicity,"Black, non-Hispanic",,POINT (-77.86070029399963 40.79373015200048),42,DIS,DIS1_0,CRDPREV,RACE,BLK
448527,2018,2018,UT,Utah,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.0,33.0,,,31.8,34.2,Race/Ethnicity,"White, non-Hispanic",,POINT (-111.58713063499971 39.360700171000474),49,DIS,DIS1_0,CRDPREV,RACE,WHT
448529,2014,2014,FL,Florida,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,35.8,35.8,,,34.5,37.1,Race/Ethnicity,Hispanic,,POINT (-81.92896053899966 28.932040377000476),12,DIS,DIS1_0,CRDPREV,RACE,HIS
448531,2010,2010,AK,Alaska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,POINT (-147.72205903599973 64.84507995700051),2,DIS,DIS1_0,CRDPREV,RACE,ASN
448535,2019,2019,NJ,New Jersey,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,33.5,33.5,,,31.4,35.6,Race/Ethnicity,Hispanic,,POINT (-74.27369128799967 40.13057004800049),34,DIS,DIS1_0,CRDPREV,RACE,HIS
448540,2017,2017,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,RACE,AIAN
448552,2012,2012,GA,Georgia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,36.5,36.5,,,35.4,37.6,Gender,Male,,POINT (-83.62758034599966 32.83968109300048),13,DIS,DIS1_0,CRDPREV,GENDER,GENM
448558,2011,2011,VT,Vermont,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,POINT (-72.51764079099962 43.62538123900049),50,DIS,DIS1_0,CRDPREV,RACE,HIS
448559,2018,2018,MA,Massachusetts,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,31.2,31.2,,,30.5,31.9,Overall,Overall,,POINT (-72.08269067499964 42.27687047000046),25,DIS,DIS1_0,CRDPREV,OVERALL,OVR
448565,2011,2011,DC,District of Columbia,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,41.1,41.1,,,37.4,44.9,Gender,Female,,POINT (-77.036871 38.907192),11,DIS,DIS1_0,CRDPREV,GENDER,GENF
448568,2014,2014,WA,Washington,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,37.8,37.8,,,33.2,42.3,Race/Ethnicity,Hispanic,,POINT (-120.47001078999972 47.52227862900048),53,DIS,DIS1_0,CRDPREV,RACE,HIS
448571,2019,2019,NE,Nebraska,ACS 1-Year Estimates,Disability,Disability among adults aged >= 65 years,%,Crude Prevalence,32.0,32.0,,,30.8,33.2,Race/Ethnicity,"White, non-Hispanic",,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS1_0,CRDPREV,RACE,WHT
